judet,cod_siruta,localitate,pop,localitate_clean,judet_uat,uat_cod
HARGHITA,84415,FRUMOASA,3581,frumoasa,HR,4246173
HARGHITA,84460,GĂLĂUȚAȘ,2039,galautas,HR,4367981
HARGHITA,84558,JOSENI,5268,joseni,HR,4367990
HARGHITA,84594,LĂZAREA,3313,lazarea,HR,4368006
HARGHITA,86479,LELICENI,2471,leliceni,HR,16363525
HARGHITA,84629,LUETA,3338,lueta,HR,4368014
HARGHITA,84656,LUNCA DE JOS,5093,lunca de jos,HR,4246211
HARGHITA,84754,LUNCA DE SUS,3218,lunca de sus,HR,4246220
HARGHITA,84825,LUPENI,4547,lupeni,HR,4368049
HARGHITA,86438,MĂDĂRAȘ,2093,madaras,HR,14596052
HARGHITA,84923,MĂRTINIȘ,2817,martinis,HR,4246238
HARGHITA,85056,MEREȘTI,1243,meresti,HR,4246246
HARGHITA,85074,MIHĂILENI,2593,mihaileni,HR,4246254
HARGHITA,85127,MUGENI,3329,mugeni,HR,4368065
HARGHITA,85243,OCLAND,1270,ocland,HR,4368073
HARGHITA,83375,PĂULENI-CIUC,2057,pauleni-ciuc,HR,4246262
HARGHITA,85289,PLĂIEȘII DE JOS,2819,plaiesii de jos,HR,4368090
HARGHITA,86487,PORUMBENI,1800,porumbeni,HR,16367675
HARGHITA,85341,PRAID,6542,praid,HR,4368103
HARGHITA,86495,RACU,1599,racu,HR,16373057
HARGHITA,85412,REMETEA,5953,remetea,HR,4367655
HARGHITA,85467,SĂCEL,1140,sacel,HR,4367663
HARGHITA,85680,SÂNCRĂIENI,2476,sancraieni,HR,4246297
HARGHITA,85760,SÂNDOMINIC,5667,sandominic,HR,4245879
HARGHITA,85788,SÂNMARTIN,2227,sanmartin,HR,4245887
HARGHITA,85840,SÂNSIMION,3407,sansimion,HR,4245909
HARGHITA,86519,SÂNTIMBRU,2066,santimbru,HR,16363517
HARGHITA,85528,SĂRMAȘ,3366,sarmas,HR,4367868
HARGHITA,86501,SATU MARE,1995,satu mare,HR,16373065
HARGHITA,85582,SECUIENI,2707,secuieni,HR,4367671
HARGHITA,85626,SICULENI,2511,siculeni,HR,4246270
HARGHITA,85984,ȘIMONEȘTI,3416,simonesti,HR,4367710
HARGHITA,85877,SUBCETATE,1684,subcetate,HR,4367698
HARGHITA,85920,SUSENI,4944,suseni,HR,4367701
HARGHITA,86453,TOMEȘTI,2430,tomesti,HR,15865574
HARGHITA,86133,TULGHEȘ,2941,tulghes,HR,4245933
HARGHITA,86188,TUȘNAD,2006,tusnad,HR,4245941
HARGHITA,86222,ULIEȘ,1068,ulies,HR,4367744
HARGHITA,86311,VĂRȘAG,1652,varsag,HR,4367752
HARGHITA,86339,VOȘLĂBENI,1815,voslabeni,HR,4612495
HARGHITA,86366,ZETEA,5729,zetea,HR,4367779
HUNEDOARA,86687,MUNICIPIUL DEVA,53113,municipiul deva,HD,4374393
HUNEDOARA,87175,MUNICIPIUL VULCAN,19772,municipiul vulcan,HD,4375267
HUNEDOARA,87291,MUNICIPIUL BRAD,12690,municipiul brad,HD,4374962
HUNEDOARA,86810,MUNICIPIUL HUNEDOARA,50457,municipiul hunedoara,HD,2127028
HUNEDOARA,87059,MUNICIPIUL LUPENI,18699,municipiul lupeni,HD,4375046
HUNEDOARA,87638,MUNICIPIUL ORĂȘTIE,16825,municipiul orastie,HD,4634515
HUNEDOARA,86990,MUNICIPIUL PETROȘANI,31044,municipiul petrosani,HD,4468943
HUNEDOARA,87219,ORAȘ ANINOASA,3369,orasul aninoasa,HD,4468994
HUNEDOARA,87424,ORAȘ CĂLAN,10055,orasul calan,HD,5742434
HUNEDOARA,89561,ORAȘ GEOAGIU,5087,orasul geoagiu,HD,5742426
HUNEDOARA,87576,ORAȘ HAȚEG,8793,orasul hateg,HD,5453878
HUNEDOARA,87077,ORAȘ PETRILA,19600,orasul petrila,HD,4375097
HUNEDOARA,87665,ORAȘ SIMERIA,11268,orasul simeria,HD,4375135
HUNEDOARA,87139,ORAȘ URICANI,6669,orasul uricani,HD,4634647
HUNEDOARA,88047,BĂCIA,1734,bacia,HD,4374270
HUNEDOARA,87745,BAIA DE CRIȘ,2176,baia de cris,HD,4374008
HUNEDOARA,88092,BĂIȚA,3113,baita,HD,4374024
HUNEDOARA,87843,BALȘA,753,balsa,HD,5453827
HUNEDOARA,87246,BĂNIȚA,1092,banita,HD,8713590
HUNEDOARA,87996,BARU,2425,baru,HD,4521427
HUNEDOARA,88216,BĂTRÂNA,88,batrana,HD,4521311
HUNEDOARA,88261,BERIU,3281,beriu,HD,4521281
HUNEDOARA,88350,BLĂJENI,883,blajeni,HD,4374130
HUNEDOARA,88449,BOȘOROD,1781,bosorod,HD,4521338
HUNEDOARA,88546,BRĂNIȘCA,1554,branisca,HD,4374075
HUNEDOARA,88644,BRETEA ROMÂNĂ,2969,bretea romana,HD,4521443
HUNEDOARA,88788,BUCEȘ,1595,buces,HD,4374202
HUNEDOARA,88868,BUCUREȘCI,1284,bucuresci,HD,4521290
HUNEDOARA,88920,BULZEȘTII DE SUS,275,bulzestii de sus,HD,4521400
HUNEDOARA,89026,BUNILA,247,bunila,HD,4521320
HUNEDOARA,89080,BURJUC,734,burjuc,HD,4374261
HUNEDOARA,86749,CÂRJIȚI,686,carjiti,HD,4468382
HUNEDOARA,89151,CERBĂL,403,cerbal,HD,4779605
HUNEDOARA,89240,CERTEJU DE SUS,2870,certeju de sus,HD,4374083
HUNEDOARA,87362,CRIȘCIOR,3389,criscior,HD,4468331
HUNEDOARA,89348,DENSUȘ,1301,densus,HD,5453789
HUNEDOARA,89428,DOBRA,3203,dobra,HD,4374113
HUNEDOARA,91731,GENERAL BERTHELOT,790,general berthelot,HD,5453835
HUNEDOARA,86883,GHELARI,1501,ghelari,HD,4373991
HUNEDOARA,89687,GURASADA,1193,gurasada,HD,4374172
HUNEDOARA,89801,HĂRĂU,2026,harau,HD,4374040
HUNEDOARA,89856,ILIA,3144,ilia,HD,4374164
HUNEDOARA,89954,LĂPUGIU DE JOS,1460,lapugiu de jos,HD,4374180
HUNEDOARA,90066,LELESE,339,lelese,HD,4633340
HUNEDOARA,90119,LUNCA CERNII DE JOS,758,lunca cernii de jos,HD,4779591
HUNEDOARA,90208,LUNCOIU DE JOS,1630,luncoiu de jos,HD,4468323
HUNEDOARA,90262,MĂRTINEȘTI,939,martinesti,HD,4521362
HUNEDOARA,90342,ORĂȘTIOARA DE SUS,1910,orastioara de sus,HD,4468366
HUNEDOARA,90431,PESTIȘU MIC,1250,pestisu mic,HD,4374148
HUNEDOARA,90538,PUI,3682,pui,HD,4374059
HUNEDOARA,90725,RĂCHITOVA,1127,rachitova,HD,4521370
HUNEDOARA,90663,RAPOLTU MARE,1788,rapoltu mare,HD,4374199
HUNEDOARA,90878,RÂU DE MORI,2991,rau de mori,HD,4633285
HUNEDOARA,90805,RIBIȚA,1170,ribita,HD,4521397
HUNEDOARA,90994,ROMOS,2388,romos,HD,5453797
HUNEDOARA,91116,SĂLAȘU DE SUS,2142,salasu de sus,HD,5453819
HUNEDOARA,91232,SÂNTĂMĂRIA-ORLEA,3132,santamaria-orlea,HD,5453800
HUNEDOARA,91054,SARMIZEGETUSA,1018,sarmizegetusa,HD,4633293
HUNEDOARA,91330,ȘOIMUȘ,3386,soimus,HD,4468358
HUNEDOARA,86936,TELIUCU INFERIOR,2022,teliucu inferior,HD,4727010
HUNEDOARA,91447,TOMEȘTI,912,tomesti,HD,4521303
HUNEDOARA,91535,TOPLIȚA,624,toplita,HD,4373983
HUNEDOARA,91624,TOTEȘTI,1649,totesti,HD,4633307
HUNEDOARA,91688,TURDAȘ,1791,turdas,HD,4468340
HUNEDOARA,91937,VĂLIȘOARA,1018,valisoara,HD,4521419
HUNEDOARA,91795,VAȚA DE JOS,3163,vata de jos,HD,4521389
HUNEDOARA,91982,VEȚEL,3104,vetel,HD,4374105
HUNEDOARA,92097,VORȚA,748,vorta,HD,4468390
HUNEDOARA,92177,ZAM,1585,zam,HD,4468374
IALOMIȚA,92658,MUNICIPIUL SLOBOZIA,41553,municipiul slobozia,IL,4365352
IALOMIȚA,92701,MUNICIPIUL FETEȘTI,27462,municipiul fetesti,IL,4365077
IALOMIȚA,100683,MUNICIPIUL URZICENI,13380,municipiul urziceni,IL,4364942
IALOMIȚA,92836,ORAȘ AMARA,6805,orasul amara,IL,4427889
IALOMIȚA,93067,ORAȘ CĂZĂNEȘTI,2938,orasul cazanesti,IL,4231962
IALOMIȚA,102749,ORAȘ FIERBINȚI-TÂRG,4620,orasul fierbinti-targ,IL,4428060
IALOMIȚA,92765,ORAȘ ȚĂNDĂREI,12761,orasul tandarei,IL,4364888
IALOMIȚA,100754,ADÂNCATA,2398,adancata,IL,4365123
IALOMIȚA,92783,ALBEȘTI,1056,albesti,IL,4428027
IALOMIȚA,100852,ALEXENI,2215,alexeni,IL,4365085
IALOMIȚA,92872,ANDRĂȘEȘTI,1801,andrasesti,IL,4231636
IALOMIȚA,100870,ARMĂȘEȘTI,1861,armasesti,IL,4365239
IALOMIȚA,100923,AXINTELE,2218,axintele,IL,4231938
IALOMIȚA,92907,BALACIU,1607,balaciu,IL,4365140
IALOMIȚA,180064,BĂRBULEȘTI,7878,barbulesti,IL,18893021
IALOMIȚA,101056,BĂRCĂNEȘTI,3536,barcanesti,IL,4365271
IALOMIȚA,179784,BORĂNEȘTI,2397,boranesti,IL,16376312
IALOMIȚA,92989,BORDUȘANI,4414,bordusani,IL,4428094
IALOMIȚA,93021,BUCU,2305,bucu,IL,4427900
IALOMIȚA,179793,BUEȘTI,966,buesti,IL,16371404
IALOMIȚA,100709,CIOCÂRLIA,761,ciocarlia,IL,4231695
IALOMIȚA,93101,CIOCHINA,2766,ciochina,IL,4231830
IALOMIȚA,93156,CIULNIȚA,2338,ciulnita,IL,4231903
IALOMIȚA,93209,COCORA,1899,cocora,IL,4427943
IALOMIȚA,179971,COLELIA,989,colelia,IL,17467699
IALOMIȚA,93236,COSÂMBEȘTI,1853,cosambesti,IL,4231954
IALOMIȚA,102240,COȘERENI,4195,cosereni,IL,4365255
IALOMIȚA,102641,DRĂGOEȘTI,1069,dragoesti,IL,4428019
IALOMIȚA,102703,DRIDU,3213,dridu,IL,4364896
IALOMIȚA,93575,FĂCĂENI,4899,facaeni,IL,4365379
IALOMIȚA,103283,GÂRBOVI,3434,garbovi,IL,4365158
IALOMIȚA,93600,GHEORGHE DOJA,2230,gheorghe doja,IL,4365115
IALOMIȚA,93628,GHEORGHE LAZĂR,2092,gheorghe lazar,IL,4427978
IALOMIȚA,93646,GIURGENI,1223,giurgeni,IL,4427951
IALOMIȚA,93717,GRINDU,1925,grindu,IL,4231857
IALOMIȚA,93735,GRIVIȚA,2863,grivita,IL,4427927
IALOMIȚA,180046,GURA IALOMIȚEI,2258,gura ialomitei,IL,18077236
IALOMIȚA,103862,ION ROATĂ,3476,ion roata,IL,4365107
IALOMIȚA,103960,JILAVELE,3045,jilavele,IL,4365174
IALOMIȚA,179800,MAIA,1651,maia,IL,16384617
IALOMIȚA,100736,MANASIA,4197,manasia,IL,4365093
IALOMIȚA,179980,MĂRCULEȘTI,1433,marculesti,IL,17541604
IALOMIȚA,93995,MIHAIL KOGĂLNICEANU,2755,mihail kogalniceanu,IL,4428078
IALOMIȚA,94045,MILOȘEȘTI,2127,milosesti,IL,4427897
IALOMIȚA,179999,MOLDOVENI,1143,moldoveni,IL,17551365
IALOMIȚA,94081,MOVILA,1605,movila,IL,4365344
IALOMIȚA,104270,MOVILIȚA,2810,movilita,IL,4364810
IALOMIȚA,94107,MUNTENI-BUZĂU,2936,munteni-buzau,IL,4231873
IALOMIȚA,179819,OGRADA,2763,ograda,IL,16371390
IALOMIȚA,94161,PERIEȚI,3482,perieti,IL,4231849
IALOMIȚA,180000,PLATONEȘTI,1582,platonesti,IL,17453693
IALOMIȚA,101243,RADULEȘTI,1169,radulesti,IL,4364764
IALOMIȚA,94269,REVIGA,2373,reviga,IL,4231660
IALOMIȚA,179828,ROȘIORI,1942,rosiori,IL,16371412
IALOMIȚA,94330,SĂLCIOARA,2050,salcioara,IL,4365026
IALOMIȚA,180019,SĂRĂȚENI,1091,sarateni,IL,17450697
IALOMIȚA,94376,SĂVENI,3042,saveni,IL,4365336
IALOMIȚA,94429,SCÂNTEIA,3360,scanteia,IL,4506885
IALOMIȚA,94456,SFÂNTU GHEORGHE,1841,sfantu gheorghe,IL,4365204
IALOMIȚA,105026,SINEȘTI,3372,sinesti,IL,4365069
IALOMIȚA,94492,STELNICA,1649,stelnica,IL,4364799
IALOMIȚA,94535,SUDIȚI,1738,suditi,IL,4231865
IALOMIȚA,179702,TRAIAN,3007,traian,IL,15552755
IALOMIȚA,94688,VALEA CIORII,1575,valea ciorii,IL,4428035
IALOMIȚA,105794,VALEA MĂCRIȘULUI,1554,valea macrisului,IL,4428000
IALOMIȚA,94795,VLĂDENI,1870,vladeni,IL,4365441
IAȘI,95060,MUNICIPIUL IAȘI,271692,municipiul iasi,IS,4541580
IAȘI,95391,MUNICIPIUL PAȘCANI,30766,municipiul pascani,IS,4541360
IAȘI,95355,ORAȘ HÂRLĂU,10349,orasul harlau,IS,4541190
IAȘI,98373,ORAȘ PODU ILOAIEI,8992,orasul podu iloaiei,IS,4541017
IAȘI,95471,ORAȘ TÂRGU FRUMOS,9597,orasul targu frumos,IS,4541068
IAȘI,95612,ALEXANDRU I. CUZA,2133,alexandru i. cuza,IS,4540941
IAȘI,95667,ANDRIEȘENI,3306,andrieseni,IS,4540704
IAȘI,95747,ARONEANU,4338,aroneanu,IS,4540038
IAȘI,100273,BALȘ,3021,bals,IS,16410627
IAȘI,95792,BĂLȚAȚI,4778,baltati,IS,4540976
IAȘI,95088,BÂRNOVA,7913,barnova,IS,4540690
IAȘI,95872,BELCEȘTI,10231,belcesti,IS,4541211
IAȘI,95943,BIVOLARI,3369,bivolari,IS,4540682
IAȘI,96058,BRĂEȘTI,3135,braesti,IS,4540968
IAȘI,96110,BUTEA,2679,butea,IS,4540950
IAȘI,96147,CEPLENIȚA,3560,ceplenita,IS,4541246
IAȘI,100362,CIOHORĂNI,1709,ciohorani,IS,17107304
IAȘI,96192,CIORTEȘTI,3551,ciortesti,IS,4540666
IAȘI,96254,CIUREA,17254,ciurea,IS,4540658
IAȘI,96334,COARNELE CAPREI,2438,coarnele caprei,IS,4541238
IAȘI,96370,COMARNA,4221,comarna,IS,4540640
IAȘI,100282,COSTEȘTI,1494,costesti,IS,16403360
IAȘI,96423,COSTULENI,4080,costuleni,IS,4540631
IAȘI,96478,COTNARI,5843,cotnari,IS,4541220
IAȘI,96593,COZMEȘTI,2285,cozmesti,IS,4540623
IAȘI,96637,CRISTEȘTI,3761,cristesti,IS,4541289
IAȘI,96664,CUCUTENI,1103,cucuteni,IS,4540984
IAȘI,96717,DAGÂȚA,4105,dagata,IS,4540615
IAȘI,96815,DELENI,8885,deleni,IS,4541203
IAȘI,96888,DOBROVĂȚ,2128,dobrovat,IS,4540607
IAȘI,96904,DOLHEȘTI,2180,dolhesti,IS,4540593
IAȘI,100308,DRĂGUȘENI,1217,draguseni,IS,16449937
IAȘI,96940,DUMEȘTI,4252,dumesti,IS,4540585
IAȘI,97009,ERBICENI,5154,erbiceni,IS,4541254
IAȘI,100317,FÂNTÂNELE,1986,fantanele,IS,16407184
IAȘI,97063,FOCURI,3729,focuri,IS,4540046
IAȘI,97090,GOLĂIEȘTI,3563,golaiesti,IS,4540577
IAȘI,97189,GORBAN,2461,gorban,IS,4540569
IAȘI,97241,GRAJDURI,3687,grajduri,IS,4540542
IAȘI,97321,GROPNIȚA,3102,gropnita,IS,4540534
IAȘI,97394,GROZEȘTI,1364,grozesti,IS,4540526
IAȘI,97438,HĂLĂUCEȘTI,4053,halaucesti,IS,4541297
IAȘI,100326,HĂRMĂNEȘTI,2344,harmanesti,IS,16570210
IAȘI,97465,HELEȘTENI,2142,helesteni,IS,4541300
IAȘI,95159,HOLBOCA,13697,holboca,IS,4540518
IAȘI,97517,HORLEȘTI,2529,horlesti,IS,4540500
IAȘI,95499,ION NECULCE,5503,ion neculce,IS,4541050
IAȘI,97553,IPATELE,1463,ipatele,IS,4540496
IAȘI,97606,LESPEZI,4701,lespezi,IS,4541319
IAȘI,97679,LEȚCANI,6845,letcani,IS,4540488
IAȘI,97722,LUNGANI,6178,lungani,IS,4540992
IAȘI,97777,MĂDÂRJAC,1556,madarjac,IS,4540470
IAȘI,97811,MIRCEȘTI,3338,mircesti,IS,4541327
IAȘI,97875,MIRONEASA,4422,mironeasa,IS,4540453
IAȘI,97919,MIROSLAVA,28534,miroslava,IS,4540461
IAȘI,98051,MIROSLOVEȘTI,3534,miroslovesti,IS,4541335
IAȘI,98113,MOGOȘEȘTI,4706,mogosesti,IS,4540437
IAȘI,98168,MOGOȘEȘTI-SIRET,3111,mogosesti-siret,IS,4541343
IAȘI,98202,MOȘNA,2421,mosna,IS,4540429
IAȘI,98220,MOȚCA,5086,motca,IS,4541351
IAȘI,98257,MOVILENI,2895,movileni,IS,4540410
IAȘI,98300,OȚELENI,2863,oteleni,IS,4541009
IAȘI,98337,PLUGARI,3098,plugari,IS,4540402
IAȘI,98435,POPEȘTI,4287,popesti,IS,4540399
IAȘI,98505,POPRICANI,7236,popricani,IS,4540380
IAȘI,98603,PRISĂCANI,3638,prisacani,IS,4540372
IAȘI,98649,PROBOTA,3277,probota,IS,4540364
IAȘI,100335,RĂCHITENI,2541,rachiteni,IS,16410406
IAȘI,98685,RĂDUCĂNENI,6573,raducaneni,IS,4540356
IAȘI,95239,REDIU,8295,rediu,IS,4540348
IAȘI,98738,ROMÂNEȘTI,1524,romanesti,IS,4541025
IAȘI,100344,ROȘCANI,1273,roscani,IS,16511583
IAȘI,98774,RUGINOASA,5775,ruginoasa,IS,4541378
IAȘI,98916,SCÂNTEIA,5505,scanteia,IS,4540313
IAȘI,99290,ȘCHEIA,2583,scheia,IS,4540330
IAȘI,98827,SCHITU DUCA,3619,schitu duca,IS,4540321
IAȘI,98998,SCOBINȚI,6565,scobinti,IS,4541270
IAȘI,99058,SINEȘTI,3668,sinesti,IS,4541033
IAȘI,99370,ȘIPOTE,4714,sipote,IS,4540291
IAȘI,99101,SIREȚEL,3726,siretel,IS,4541386
IAȘI,99165,STOLNICENI-PRĂJESCU,4550,stolniceni-prajescu,IS,4541394
IAȘI,99209,STRUNGA,3498,strunga,IS,4541041
IAȘI,99441,TANSA,2054,tansa,IS,4540283
IAȘI,99478,TĂTĂRUȘI,4619,tatarusi,IS,4541408
IAȘI,99673,ȚIBANA,6459,tibana,IS,4540275
IAȘI,99780,ȚIBĂNEȘTI,6236,tibanesti,IS,4540267
IAȘI,99879,ȚIGĂNĂȘI,4114,tiganasi,IS,4540259
IAȘI,99539,TODIREȘTI,4645,todiresti,IS,4541416
IAȘI,95293,TOMEȘTI,12169,tomesti,IS,4540240
IAȘI,99600,TRIFEȘTI,3425,trifesti,IS,4540232
IAȘI,99922,ȚUȚORA,2063,tutora,IS,4540224
IAȘI,96003,UNGHENI,3582,ungheni,IS,4540674
IAȘI,100353,VALEA LUPULUI,14510,valea lupului,IS,16384625
IAȘI,99968,VALEA SEACĂ,5111,valea seaca,IS,4981271
IAȘI,100086,VÂNĂTORI,4100,vanatori,IS,4541424
IAȘI,100004,VICTORIA,3819,victoria,IS,4540305
IAȘI,100148,VLĂDENI,3486,vladeni,IS,4540216
IAȘI,100219,VOINEȘTI,7105,voinesti,IS,4540208
ILFOV,100576,ORAȘ BUFTEA,20577,orasul buftea,IF,4434029
ILFOV,179221,ORAȘ BRAGADIRU,40080,orasul bragadiru,IF,4992998
ILFOV,179285,ORAȘ CHITILA,14762,orasul chitila,IF,4420848
ILFOV,179409,ORAȘ MĂGURELE,14414,orasul magurele,IF,4364500
ILFOV,179481,ORAȘ OTOPENI,21750,orasul otopeni,IF,4364446
ILFOV,179515,ORAȘ PANTELIMON,32873,orasul pantelimon,IF,4420759
ILFOV,179533,ORAȘ POPEȘTI LEORDENI,53431,orasul popesti leordeni,IF,4505596
ILFOV,179551,ORAȘ VOLUNTARI,47366,orasul voluntari,IF,4283481
ILFOV,102543,1 DECEMBRIE,8206,1 decembrie,IF,4505588
ILFOV,100834,AFUMAȚI,8748,afumati,IF,4420708
ILFOV,100969,BALOTEȘTI,11210,balotesti,IF,4532469
ILFOV,101145,BERCENI,13766,berceni,IF,4434010
ILFOV,101298,BRĂNEȘTI,10708,branesti,IF,4420724
ILFOV,101742,CERNICA,11871,cernica,IF,4420740
ILFOV,179249,CHIAJNA,43584,chiajna,IF,4364527
ILFOV,101902,CIOLPANI,4830,ciolpani,IF,4434037
ILFOV,101957,CIOROGÂRLA,7511,ciorogarla,IF,4532450
ILFOV,102035,CLINCENI,9478,clinceni,IF,6506628
ILFOV,179588,COPĂCENI,3129,copaceni,IF,17512943
ILFOV,102160,CORBEANCA,11412,corbeanca,IF,4611538
ILFOV,102213,CORNETU,7389,cornetu,IF,4364470
ILFOV,102525,DĂRĂȘTI-ILFOV,2865,darasti-ilfov,IF,4420856
ILFOV,102473,DASCĂLU,3497,dascalu,IF,4420783
ILFOV,179310,DOBROEȘTI,16875,dobroesti,IF,4283503
ILFOV,102570,DOMNEȘTI,12861,domnesti,IF,4221136
ILFOV,102605,DRAGOMIREȘTI-VALE,6531,dragomiresti-vale,IF,4736078
ILFOV,103130,GĂNEASA,5402,ganeasa,IF,4364411
ILFOV,179347,GLINA,9209,glina,IF,4420767
ILFOV,103443,GRĂDIȘTEA,3231,gradistea,IF,4420813
ILFOV,103513,GRUIU,7586,gruiu,IF,5026273
ILFOV,179383,JILAVA,10611,jilava,IF,4420791
ILFOV,104243,MOARA VLĂSIEI,6597,moara vlasiei,IF,4532477
ILFOV,179463,MOGOȘOAIA,9820,mogosoaia,IF,4420830
ILFOV,104421,NUCI,2860,nuci,IF,4611546
ILFOV,104546,PERIȘ,7357,peris,IF,4611554
ILFOV,104582,PETRĂCHIOAIA,3695,petrachioaia,IF,4420716
ILFOV,105160,SNAGOV,8331,snagov,IF,5643775
ILFOV,105419,ȘTEFĂNEȘTII DE JOS,10588,stefanestii de jos,IF,4420775
ILFOV,105570,TUNARI,9617,tunari,IF,4505618
ILFOV,105936,VIDRA,8058,vidra,IF,4505570
MARAMUREȘ,106318,MUNICIPIUL BAIA MARE,108759,municipiul baia mare,MM,3627692
MARAMUREȘ,106559,MUNICIPIUL SIGHETU MARMAȚIEI,32795,municipiul sighetu marmatiei,MM,3695174
MARAMUREȘ,106684,ORAȘ BAIA SPRIE,14329,orasul baia sprie,MM,3694918
MARAMUREȘ,106746,ORAȘ BORȘA,27711,orasul borsa,MM,3627544
MARAMUREȘ,106782,ORAȘ CAVNIC,4264,orasul cavnic,MM,3627595
MARAMUREȘ,108017,ORAȘ DRAGOMIREȘTI,3154,orasul dragomiresti,MM,3627560
MARAMUREȘ,108892,ORAȘ SĂLIȘTEA DE SUS,4856,orasul salistea de sus,MM,3627382
MARAMUREȘ,108963,ORAȘ SEINI,8198,orasul seini,MM,3627765
MARAMUREȘ,109176,ORAȘ ȘOMCUTA MARE,7703,orasul somcuta mare,MM,3694829
MARAMUREȘ,106817,ORAȘ TÂRGU LĂPUȘ,11163,orasul targu lapus,MM,3694861
MARAMUREȘ,106461,ORAȘ TĂUȚII-MĂGHERĂUȘ,8463,orasul tautii-magheraus,MM,3627170
MARAMUREȘ,109265,ORAȘ ULMENI,7110,orasul ulmeni,MM,3694772
MARAMUREȘ,106979,ORAȘ VIȘEU DE SUS,15349,orasul viseu de sus,MM,3627641
MARAMUREȘ,107001,ARDUSAT,2551,ardusat,MM,3627870
MARAMUREȘ,107047,ARINIȘ,1081,arinis,MM,3627412
MARAMUREȘ,107083,ASUAJU DE SUS,1117,asuaju de sus,MM,3627269
MARAMUREȘ,107118,BĂIȚA DE SUB CODRU,1758,baita de sub codru,MM,3627161
MARAMUREȘ,107154,BĂIUȚ,1990,baiut,MM,3694497
MARAMUREȘ,107314,BÂRSANA,4122,barsana,MM,3694810
MARAMUREȘ,107190,BĂSEȘTI,1288,basesti,MM,3694799
MARAMUREȘ,107234,BICAZ,942,bicaz,MM,3627358
MARAMUREȘ,107270,BISTRA,3716,bistra,MM,3695000
MARAMUREȘ,107350,BOCICOIU MARE,4260,bocicoiu mare,MM,3694527
MARAMUREȘ,107403,BOGDAN VODĂ,2619,bogdan voda,MM,3627579
MARAMUREȘ,107430,BOIU MARE,1077,boiu mare,MM,3626913
MARAMUREȘ,107485,BOTIZA,2373,botiza,MM,3627196
MARAMUREȘ,107519,BUDEȘTI,2894,budesti,MM,3694667
MARAMUREȘ,107546,CĂLINEȘTI,3049,calinesti,MM,3694837
MARAMUREȘ,107715,CÂMPULUNG LA TISA,2308,campulung la tisa,MM,3695093
MARAMUREȘ,107582,CERNEȘTI,3230,cernesti,MM,3627897
MARAMUREȘ,107662,CICÂRLĂU,3751,cicarlau,MM,3627374
MARAMUREȘ,179837,COAȘ,1342,coas,MM,16384641
MARAMUREȘ,179846,COLTĂU,3106,coltau,MM,16384650
MARAMUREȘ,107733,COPALNIC-MĂNĂȘTUR,5242,copalnic-manastur,MM,3695115
MARAMUREȘ,107868,COROIENI,2438,coroieni,MM,3627099
MARAMUREȘ,107920,CUPȘENI,3205,cupseni,MM,3694969
MARAMUREȘ,107975,DESEȘTI,2179,desesti,MM,3627200
MARAMUREȘ,108035,DUMBRĂVIȚA,4107,dumbravita,MM,3627803
MARAMUREȘ,108106,FĂRCAȘA,4096,farcasa,MM,3694632
MARAMUREȘ,179855,GÂRDANI,1311,gardani,MM,16367608
MARAMUREȘ,108151,GIULEȘTI,2841,giulesti,MM,3694926
MARAMUREȘ,106363,GROȘI,3641,grosi,MM,3627722
MARAMUREȘ,179622,GROȘII ȚIBLEȘULUI,2103,grosii tiblesului,MM,15729467
MARAMUREȘ,108204,IEUD,4061,ieud,MM,3626956
MARAMUREȘ,108222,LĂPUȘ,3278,lapus,MM,3627218
MARAMUREȘ,108240,LEORDINA,2307,leordina,MM,3694900
MARAMUREȘ,108268,MIREȘU MARE,5028,miresu mare,MM,3627625
MARAMUREȘ,108348,MOISEI,9317,moisei,MM,3626921
MARAMUREȘ,108366,OARȚA DE JOS,982,oarta de jos,MM,3694756
MARAMUREȘ,108400,OCNA ȘUGATAG,3617,ocna sugatag,MM,3694535
MARAMUREȘ,179864,ONCEȘTI,1519,oncesti,MM,16405078
MARAMUREȘ,108455,PETROVA,2285,petrova,MM,3627684
MARAMUREȘ,108473,POIENILE DE SUB MUNTE,9291,poienile de sub munte,MM,3694675
MARAMUREȘ,179604,POIENILE IZEI,792,poienile izei,MM,7367404
MARAMUREȘ,106407,RECEA,6642,recea,MM,3627757
MARAMUREȘ,108491,REMETEA CHIOARULUI,2898,remetea chioarului,MM,3694586
MARAMUREȘ,108552,REMEȚI,2981,remeti,MM,3695298
MARAMUREȘ,108598,REPEDEA,4679,repedea,MM,3694845
MARAMUREȘ,108614,RONA DE JOS,1928,rona de jos,MM,3695085
MARAMUREȘ,108632,RONA DE SUS,4171,rona de sus,MM,3694705
MARAMUREȘ,108669,ROZAVLEA,2986,rozavlea,MM,3627862
MARAMUREȘ,108696,RUSCOVA,5373,ruscova,MM,3627552
MARAMUREȘ,108794,SĂCĂLĂȘENI,2438,sacalaseni,MM,3627390
MARAMUREȘ,108874,SĂCEL,3142,sacel,MM,3627536
MARAMUREȘ,108918,SĂLSIG,1663,salsig,MM,3627773
MARAMUREȘ,108945,SĂPÂNȚA,3031,sapanta,MM,3695107
MARAMUREȘ,106620,SARASĂU,2433,sarasau,MM,3695301
MARAMUREȘ,108712,SATULUNG,6376,satulung,MM,3626905
